Flughafen;Handlingtyp+Priorität+Transporttyps;Dauer
CGK;importmailE;0.104166667
CGK;importmailF;0.104166667
CGK;importmailRFS;0.104166667
CGK;importpremiumE;0.166666667
CGK;importstandardC;0.104166667
CGK;importstandardE;0.104166667
CGK;importstandardF;0.104166667
CGK;importstandardRFS;0.104166667
CGN;exportmailC;0.083333333
CGN;exportmailE;0.083333333
CGN;exportmailF;0.083333333
CGN;exportmailRFS;0.083333333
CGN;exportpremiumC;0.104166667
CGN;exportpremiumE;0.104166667
CGN;exportpremiumF;0.104166667
CGN;exportpremiumRFS;0.104166667
CGN;exportstandardC;0.083333333
CGN;exportstandardE;0.083333333
CGN;exportstandardF;0.083333333
CGN;exportstandardRFS;0.083333333
CGN;importmailC;0.125
CGN;importmailE;0.125
CGN;importmailF;0.125
CGN;importmailRFS;0.125
CGN;importpremiumC;0.166666667
CGN;importpremiumE;0.166666667
CGN;importpremiumF;0.166666667
CGN;importpremiumRFS;0.166666667
CGN;importstandardC;0.125
CGN;importstandardE;0.125
CGN;importstandardF;0.125
CGN;importstandardRFS;0.125
CGN;transfermailCC;0.104166667
CGN;transfermailCE;0.104166667
CGN;transfermailCF;0.104166667
CGN;transfermailCRFS;0.104166667
CGN;transfermailEC;0.104166667
CGN;transfermailEE;0.104166667
CGN;transfermailEF;0.104166667
CGN;transfermailERFS;0.104166667
CGN;transfermailFC;0.104166667
CGN;transfermailFE;0.104166667
CGN;transfermailFF;0.104166667
CGN;transfermailFRFS;0.104166667
CGN;transfermailRFSC;0.104166667
CGN;transfermailRFSE;0.104166667
CGN;transfermailRFSF;0.104166667
CGN;transfermailRFSRFS;0.104166667
CGN;transferpremiumCC;0.208333333
CGN;transferpremiumCE;0.208333333
CGN;transferpremiumCF;0.208333333
CGN;transferpremiumCRFS;0.208333333
CGN;transferpremiumEC;0.208333333
CGN;transferpremiumEE;0.208333333
CGN;transferpremiumEF;0.208333333
CGN;transferpremiumERFS;0.208333333
CGN;transferpremiumFC;0.208333333
CGN;transferpremiumFE;0.208333333
CGN;transferpremiumFF;0.208333333
CGN;transferpremiumFRFS;0.208333333
CGN;transferpremiumRFSC;0.208333333
CGN;transferpremiumRFSE;0.208333333
CGN;transferpremiumRFSF;0.208333333
CGN;transferpremiumRFSRFS;0.208333333
CGN;transferstandardCC;0.104166667
CGN;transferstandardCE;0.104166667
CGN;transferstandardCF;0.104166667
CGN;transferstandardCRFS;0.104166667
CGN;transferstandardEC;0.104166667
CGN;transferstandardEE;0.104166667
CGN;transferstandardEF;0.104166667
CGN;transferstandardERFS;0.104166667
CGN;transferstandardFC;0.104166667
CGN;transferstandardFE;0.104166667
CGN;transferstandardFF;0.104166667
CGN;transferstandardFRFS;0.104166667
CGN;transferstandardRFSC;0.104166667
CGN;transferstandardRFSE;0.104166667
CGN;transferstandardRFSF;0.104166667
CGN;transferstandardRFSRFS;0.104166667
CHC;importmailC;0.0625
CHC;importmailE;0.0625
CHC;importmailF;0.0625
CHC;importmailRFS;0.0625
CHC;importstandardC;0.0625
CHC;importstandardE;0.0625
CHC;importstandardF;0.0625
CHC;importstandardRFS;0.0625
CHS;exportmailRFS;0.125
CHS;exportpremiumRFS;0.125
CHS;exportstandardRFS;0.125
CHS;importmailRFS;0.125
CHS;importpremiumRFS;0.125
CHS;importstandardRFS;0.125
CLE;exportmailRFS;0.083333333
CLE;exportpremiumRFS;0.083333333
CLE;exportstandardRFS;0.083333333
CLE;importmailRFS;0.125
CLE;importpremiumRFS;0.125
CLE;importstandardRFS;0.125
CLT;exportmailC;0.125
CLT;exportmailE;0.125
CLT;exportmailF;0.125
CLT;exportmailRFS;0.125
CLT;exportpremiumE;0.201388889
CLT;exportpremiumF;0.201388889
CLT;exportpremiumRFS;0.159722222
CLT;exportstandardC;0.125
CLT;exportstandardE;0.125
CLT;exportstandardF;0.125
CLT;exportstandardRFS;0.125
CLT;importmailC;0.104166667
CLT;importmailE;0.104166667
CLT;importmailF;0.104166667
CLT;importmailRFS;0.104166667
CLT;importpremiumE;0.25
CLT;importpremiumF;0.25
CLT;importpremiumRFS;0.166666667
CLT;importstandardC;0.104166667
CLT;importstandardE;0.104166667
CLT;importstandardF;0.104166667
CLT;importstandardRFS;0.104166667
CLT;transfermailCC;0.125
CLT;transfermailCE;0.125
CLT;transfermailCF;0.125
CLT;transfermailCRFS;0.170138889
CLT;transfermailEC;0.125
CLT;transfermailEE;0.125
CLT;transfermailEF;0.125
CLT;transfermailERFS;0.170138889
CLT;transfermailFC;0.125
CLT;transfermailFE;0.125
CLT;transfermailFF;0.125
CLT;transfermailFRFS;0.170138889
CLT;transfermailRFSC;0.114583333
CLT;transfermailRFSE;0.114583333
CLT;transfermailRFSF;0.114583333
CLT;transfermailRFSRFS;0.159722222
CLT;transferpremiumEE;0.197916667
CLT;transferpremiumEF;0.197916667
CLT;transferpremiumERFS;0.208333333
CLT;transferpremiumFE;0.197916667
CLT;transferpremiumFF;0.197916667
CLT;transferpremiumFRFS;0.208333333
CLT;transferpremiumRFSE;0.190972222
CLT;transferpremiumRFSF;0.190972222
CLT;transferpremiumRFSRFS;0.201388889
CLT;transferstandardCC;0.125
CLT;transferstandardCE;0.125
CLT;transferstandardCF;0.125
CLT;transferstandardCRFS;0.170138889
CLT;transferstandardEC;0.125
CLT;transferstandardEE;0.125
CLT;transferstandardEF;0.125
CLT;transferstandardERFS;0.170138889
CLT;transferstandardFC;0.125
CLT;transferstandardFE;0.125
CLT;transferstandardFF;0.125
CLT;transferstandardFRFS;0.170138889
CLT;transferstandardRFSC;0.114583333
CLT;transferstandardRFSE;0.114583333
CLT;transferstandardRFSF;0.114583333
CLT;transferstandardRFSRFS;0.159722222
CMB;exportmailC;0.020833333
CMB;exportmailE;0.020833333
CMB;exportmailRFS;0.020833333
CMB;exportpremiumC;0.020833333
CMB;exportpremiumE;0.020833333
CMB;exportpremiumRFS;0.020833333
CMB;exportstandardC;0.020833333
CMB;exportstandardE;0.020833333
CMB;exportstandardRFS;0.020833333
CMB;importmailC;0.416666667
CMB;importmailE;0.416666667
CMB;importmailRFS;0.416666667
CMB;importpremiumC;0.5
CMB;importpremiumE;0.5
CMB;importstandardC;0.416666667
CMB;importstandardE;0.416666667
CMB;importstandardRFS;0.416666667
CMH;exportmailRFS;0.083333333
CMH;exportpremiumRFS;0.083333333
CMH;exportstandardRFS;0.083333333
CMH;importmailRFS;0.125
CMH;importpremiumRFS;0.125
CMH;importstandardRFS;0.125
CMN;exportmailC;0.041666667
CMN;exportpremiumC;0.041666667
CMN;exportstandardC;0.041666667
CNS;importmailC;0.0625
CNS;importmailE;0.0625
CNS;importmailF;0.0625
CNS;importmailRFS;0.0625
CNS;importstandardC;0.0625
CNS;importstandardE;0.0625
CNS;importstandardF;0.0625
CNS;importstandardRFS;0.0625
CPH;exportmailC;0.083333333
CPH;exportmailE;0.0625
CPH;exportmailF;0.0625
CPH;exportmailRFS;0.0625
CPH;exportpremiumC;0.125
CPH;exportpremiumE;0.125
CPH;exportpremiumF;0.125
CPH;exportpremiumRFS;0.125
CPH;exportstandardC;0.083333333
CPH;exportstandardE;0.0625
CPH;exportstandardF;0.0625
CPH;exportstandardRFS;0.0625
CPH;importmailC;0.083333333
CPH;importmailE;0.083333333
CPH;importmailF;0.083333333
CPH;importmailRFS;0.083333333
CPH;importpremiumC;0.166666667
CPH;importpremiumE;0.166666667
CPH;importpremiumF;0.166666667
CPH;importpremiumRFS;0.166666667
CPH;importstandardC;0.083333333
CPH;importstandardE;0.083333333
CPH;importstandardF;0.083333333
CPH;importstandardRFS;0.083333333
CPH;transfermailCC;0.229166667
CPH;transfermailCE;0.416666667
CPH;transfermailCF;0.416666667
CPH;transfermailCRFS;0.416666667
CPH;transfermailEC;0.229166667
CPH;transfermailEE;0.416666667
CPH;transfermailEF;0.416666667
CPH;transfermailERFS;0.416666667
CPH;transfermailFC;0.229166667
CPH;transfermailFE;0.416666667
CPH;transfermailFF;0.416666667
CPH;transfermailFRFS;0.416666667
CPH;transfermailRFSC;0.041666667
CPH;transfermailRFSE;0.229166667
CPH;transfermailRFSF;0.229166667
CPH;transfermailRFSRFS;0.229166667
CPH;transferpremiumCC;0.5
CPH;transferpremiumCE;0.5
CPH;transferpremiumCF;0.5
CPH;transferpremiumCRFS;0.5
CPH;transferpremiumEC;0.5
CPH;transferpremiumEE;0.5
CPH;transferpremiumEF;0.5
CPH;transferpremiumERFS;0.5
CPH;transferpremiumFC;0.5
CPH;transferpremiumFE;0.5
CPH;transferpremiumFF;0.5
CPH;transferpremiumFRFS;0.5
CPH;transferpremiumRFSC;0.5
CPH;transferpremiumRFSE;0.5
CPH;transferpremiumRFSF;0.5
CPH;transferpremiumRFSRFS;0.5
CPH;transferstandardCC;0.229166667
CPH;transferstandardCE;0.416666667
CPH;transferstandardCF;0.416666667
CPH;transferstandardCRFS;0.416666667
CPH;transferstandardEC;0.229166667
CPH;transferstandardEE;0.416666667
CPH;transferstandardEF;0.416666667
CPH;transferstandardERFS;0.416666667
CPH;transferstandardFC;0.229166667
CPH;transferstandardFE;0.416666667
CPH;transferstandardFF;0.416666667
CPH;transferstandardFRFS;0.416666667
CPH;transferstandardRFSC;0.041666667
CPH;transferstandardRFSE;0.229166667
CPH;transferstandardRFSF;0.229166667
CPH;transferstandardRFSRFS;0.229166667
CPT;exportmailC;0.083333333
CPT;exportmailE;0.083333333
CPT;exportmailF;0.083333333
CPT;exportmailRFS;0.083333333
CPT;exportpremiumC;0.208333333
CPT;exportpremiumE;0.208333333
CPT;exportpremiumRFS;0.208333333
CPT;exportstandardC;0.083333333
CPT;exportstandardE;0.083333333
CPT;exportstandardF;0.083333333
CPT;exportstandardRFS;0.083333333
CPT;importmailC;0.083333333
CPT;importmailE;0.104166667
CPT;importmailF;0.104166667
CPT;importmailRFS;0.104166667
CPT;importpremiumC;0.25
CPT;importpremiumE;0.25
CPT;importpremiumRFS;0.25
CPT;importstandardC;0.083333333
CPT;importstandardE;0.104166667
CPT;importstandardF;0.104166667
CPT;importstandardRFS;0.104166667
CRP;exportmailRFS;0.125
CRP;exportpremiumRFS;0.125
CRP;exportstandardRFS;0.125
CRP;importmailRFS;0.125
CRP;importpremiumRFS;0.125
CRP;importstandardRFS;0.125
CTA;exportmailE;0.083333333
CTA;exportpremiumE;0.166666667
CTA;exportstandardE;0.083333333
CTA;importmailE;0.0625
CTA;importpremiumE;0.0625
CTA;importstandardE;0.0625
CTU;exportmailC;0.229166667
CTU;exportpremiumC;0.270833333
CTU;exportstandardC;0.229166667
CTU;importmailC;0.125
CTU;importpremiumC;0.208333333
CTU;importstandardC;0.125
CVG;exportmailRFS;0.041666667
CVG;exportpremiumRFS;0.041666667
CVG;exportstandardRFS;0.041666667
CVG;importmailRFS;0.125
CVG;importpremiumRFS;0.125
CVG;importstandardRFS;0.125
CVG;transfermailRFSRFS;0.125
CVG;transferpremiumRFSRFS;0.291666667
CVG;transferstandardRFSRFS;0.125
CWB;exportmailC;0.225694444
CWB;exportpremiumC;0.416666667
CWB;exportstandardC;0.225694444
CWB;importmailC;0.166666667
CWB;importpremiumC;0.166666667
CWB;importstandardC;0.166666667
DAC;exportmailC;0.020833333
DAC;exportmailRFS;0.020833333
DAC;exportstandardC;0.020833333
DAC;exportstandardRFS;0.020833333
DAC;importmailC;0.145833333
DAC;importmailE;0.145833333
DAC;importmailF;0.145833333
DAC;importmailRFS;0.145833333
DAC;importstandardC;0.145833333
DAC;importstandardE;0.145833333
DAC;importstandardF;0.145833333
DAC;importstandardRFS;0.145833333
DAM;exportmailC;0.125
DAM;exportmailE;0.020833333
DAM;exportmailF;0.125
DAM;exportmailRFS;0.125
DAM;exportpremiumC;0.208333333
DAM;exportpremiumE;0.041666667
DAM;exportpremiumF;0.208333333
DAM;exportpremiumRFS;0.208333333
DAM;exportstandardC;0.125
DAM;exportstandardE;0.020833333
DAM;exportstandardF;0.125
DAM;exportstandardRFS;0.125
DAM;importmailC;0.104166667
DAM;importmailE;0.104166667
DAM;importmailF;0.104166667
DAM;importmailRFS;0.104166667
DAM;importpremiumC;0.125
DAM;importpremiumE;0.125
DAM;importpremiumF;0.125
DAM;importpremiumRFS;0.125
DAM;importstandardC;0.104166667
DAM;importstandardE;0.104166667
DAM;importstandardF;0.104166667
DAM;importstandardRFS;0.104166667
DAY;exportpremiumRFS;0.125
DAY;importmailRFS;0.125
DAY;importpremiumRFS;0.125
DAY;importstandardRFS;0.125
DEF;exportmailC;0.041666667
DEF;exportmailE;0.041666667
DEF;exportmailF;0.041666667
DEF;exportmailRFS;0.041666667
DEF;exportpremiumC;0.125
DEF;exportpremiumE;0.125
DEF;exportpremiumF;0.125
DEF;exportpremiumRFS;0.125
DEF;exportstandardC;0.041666667
DEF;exportstandardE;0.041666667
DEF;exportstandardF;0.041666667
DEF;exportstandardRFS;0.041666667
DEF;importmailC;0.4375
DEF;importmailE;0.4375
DEF;importmailF;0.4375
DEF;importmailRFS;0.4375
DEF;importpremiumC;0.520833333
DEF;importpremiumE;0.520833333
DEF;importpremiumF;0.520833333
DEF;importpremiumRFS;0.520833333
DEF;importstandardC;0.4375
DEF;importstandardE;0.4375
DEF;importstandardF;0.4375
DEF;importstandardRFS;0.4375
DEF;transfermailCC;0.125
DEF;transfermailCE;0.125
DEF;transfermailCF;0.125
DEF;transfermailCRFS;0.125
DEF;transfermailEC;0.125
DEF;transfermailEE;0.125
DEF;transfermailEF;0.125
DEF;transfermailERFS;0.125
DEF;transfermailFC;0.125
DEF;transfermailFE;0.125
DEF;transfermailFF;0.125
DEF;transfermailFRFS;0.125
DEF;transfermailRFSC;0.125
DEF;transfermailRFSE;0.125
DEF;transfermailRFSF;0.125
DEF;transfermailRFSRFS;0.125
DEF;transferpremiumCC;0.291666667
DEF;transferpremiumCE;0.291666667
DEF;transferpremiumCF;0.291666667
DEF;transferpremiumCRFS;0.291666667
DEF;transferpremiumEC;0.291666667
DEF;transferpremiumEE;0.291666667
DEF;transferpremiumEF;0.291666667
DEF;transferpremiumERFS;0.291666667
DEF;transferpremiumFC;0.291666667
DEF;transferpremiumFE;0.291666667
DEF;transferpremiumFF;0.291666667
DEF;transferpremiumFRFS;0.291666667
DEF;transferpremiumRFSC;0.291666667
DEF;transferpremiumRFSE;0.291666667
DEF;transferpremiumRFSF;0.291666667
DEF;transferpremiumRFSRFS;0.291666667
DEF;transferstandardCC;0.125
DEF;transferstandardCE;0.125
DEF;transferstandardCF;0.125
DEF;transferstandardCRFS;0.125
DEF;transferstandardEC;0.125
DEF;transferstandardEE;0.125
DEF;transferstandardEF;0.125
DEF;transferstandardERFS;0.125
DEF;transferstandardFC;0.125
DEF;transferstandardFE;0.125
DEF;transferstandardFF;0.125
DEF;transferstandardFRFS;0.125
DEF;transferstandardRFSC;0.125
DEF;transferstandardRFSE;0.125
DEF;transferstandardRFSF;0.125
DEF;transferstandardRFSRFS;0.125
DEL;exportmailC;0.020833333
DEL;exportmailE;0.020833333
DEL;exportmailRFS;0.25
DEL;exportpremiumC;0.041666667
DEL;exportpremiumE;0.041666667
DEL;exportpremiumRFS;0.375
DEL;exportstandardC;0.020833333
DEL;exportstandardE;0.020833333
DEL;exportstandardRFS;0.25
DEL;importmailC;0.375
DEL;importmailE;0.333333333
DEL;importmailRFS;0.375
DEL;importpremiumC;0.458333333
DEL;importpremiumE;0.416666667
DEL;importpremiumRFS;0.833333333
DEL;importstandardC;0.375
DEL;importstandardE;0.333333333
DEL;importstandardRFS;0.375
DEL;transfermailCC;1
DEL;transfermailCE;1
DEL;transfermailEC;1
DEL;transfermailEE;1
DEL;transferpremiumCC;1
DEL;transferpremiumCE;1
DEL;transferpremiumEC;1
DEL;transferpremiumEE;1
DEL;transferstandardCC;1
DEL;transferstandardCE;1
DEL;transferstandardEC;1
DEL;transferstandardEE;1
DEN;exportmailE;0.125
DEN;exportmailRFS;0.083333333
DEN;exportpremiumE;0.222222222
DEN;exportpremiumRFS;0.166666667
DEN;exportstandardE;0.125
DEN;exportstandardRFS;0.083333333
DEN;importmailE;0.125
DEN;importmailRFS;0.333333333
DEN;importpremiumE;0.291666667
DEN;importpremiumRFS;0.416666667
DEN;importstandardE;0.125
DEN;importstandardRFS;0.333333333
DEN;transfermailEE;0.114583333
DEN;transfermailERFS;0.229166667
DEN;transferpremiumEE;0.229166667
DEN;transferpremiumERFS;0.3125
DEN;transferstandardEE;0.114583333
DEN;transferstandardERFS;0.229166667
DFW;exportmailC;0.083333333
DFW;exportmailE;0.145833333
DFW;exportmailRFS;0.114583333
DFW;exportpremiumC;0.333333333
DFW;exportpremiumE;0.208333333
DFW;exportpremiumRFS;0.1875
DFW;exportstandardC;0.083333333
DFW;exportstandardE;0.145833333
DFW;exportstandardRFS;0.114583333
DFW;importmailC;0.135416667
DFW;importmailE;0.145833333
DFW;importmailRFS;0.125
DFW;importpremiumC;0.333333333
DFW;importpremiumE;0.270833333
DFW;importpremiumRFS;0.270833333
DFW;importstandardC;0.135416667
DFW;importstandardE;0.145833333
DFW;importstandardRFS;0.125
DFW;transfermailCC;0.125
DFW;transfermailCE;0.125
DFW;transfermailCRFS;0.125
DFW;transfermailEC;0.125
DFW;transfermailEE;0.125
DFW;transfermailERFS;0.125
DFW;transfermailRFSC;0.125
DFW;transfermailRFSE;0.125
DFW;transfermailRFSRFS;0.125
DFW;transferpremiumCC;0.208333333
DFW;transferpremiumCE;0.208333333
DFW;transferpremiumCRFS;0.208333333
DFW;transferpremiumEC;0.208333333
DFW;transferpremiumEE;0.208333333
DFW;transferpremiumERFS;0.208333333
DFW;transferpremiumRFSC;0.208333333
DFW;transferpremiumRFSE;0.208333333
DFW;transferpremiumRFSRFS;0.208333333
DFW;transferstandardCC;0.125
DFW;transferstandardCE;0.125
DFW;transferstandardCRFS;0.125
DFW;transferstandardEC;0.125
DFW;transferstandardEE;0.125
DFW;transferstandardERFS;0.125
DFW;transferstandardRFSC;0.125
DFW;transferstandardRFSE;0.125
DFW;transferstandardRFSRFS;0.125
DHA;exportmailC;0.125
DHA;exportmailE;0.125
DHA;exportmailRFS;0.125
DHA;exportpremiumC;0.208333333
DHA;exportpremiumE;0.208333333
DHA;exportpremiumRFS;0.208333333
DHA;exportstandardC;0.125
DHA;exportstandardE;0.125
DHA;exportstandardRFS;0.125
DHA;importmailC;0.354166667
DHA;importmailE;0.354166667
DHA;importmailRFS;0.354166667
DHA;importpremiumC;0.333333333
DHA;importpremiumE;0.25
DHA;importpremiumRFS;0.333333333
DHA;importstandardC;0.354166667
DHA;importstandardE;0.354166667
DHA;importstandardRFS;0.354166667
DKR;exportmailC;0.020833333
DKR;exportmailF;0.020833333
DKR;exportpremiumC;0.041666667
DKR;exportstandardC;0.020833333
DKR;exportstandardF;0.020833333
DKR;importmailC;0.083333333
DKR;importmailF;0.083333333
DKR;importpremiumC;0.125
DKR;importstandardC;0.083333333
DKR;importstandardF;0.083333333
DLC;exportmailC;0.25
DLC;exportmailE;0.25
DLC;exportmailF;0.25
DLC;exportmailRFS;0.25
DLC;exportpremiumC;0.5
DLC;exportpremiumE;0.5
DLC;exportpremiumF;0.5
DLC;exportpremiumRFS;0.5
DLC;exportstandardC;0.25
DLC;exportstandardE;0.25
DLC;exportstandardF;0.25
DLC;exportstandardRFS;0.25
DLC;importmailC;0.25
DLC;importmailE;0.25
DLC;importmailF;0.25
DLC;importmailRFS;0.25
DLC;importpremiumC;0.5
DLC;importpremiumE;0.5
DLC;importpremiumF;0.5
DLC;importpremiumRFS;0.5
DLC;importstandardC;0.25
DLC;importstandardE;0.25
DLC;importstandardF;0.25
DLC;importstandardRFS;0.25
DME;exportmailC;0.125
DME;exportmailE;0.083333333
DME;exportmailF;0.083333333
DME;exportpremiumC;0.166666667
DME;exportpremiumE;0.125
DME;exportpremiumF;0.125
DME;exportstandardC;0.125
DME;exportstandardE;0.083333333
DME;exportstandardF;0.083333333
DME;importmailC;0.333333333
DME;importmailE;0.145833333
DME;importmailF;0.145833333
DME;importpremiumC;0.416666667
DME;importpremiumE;0.25
DME;importpremiumF;0.25
DME;importstandardC;0.333333333
DME;importstandardE;0.145833333
DME;importstandardF;0.145833333
DMM;exportmailE;0.020833333
DMM;exportmailRFS;0.125
DMM;exportpremiumE;0.041666667
DMM;exportpremiumRFS;0.208333333
DMM;exportstandardE;0.020833333
DMM;exportstandardRFS;0.125
DMM;importmailE;0.75
DMM;importmailRFS;0.333333333
DMM;importpremiumE;0.75
DMM;importpremiumRFS;0.375
DMM;importstandardE;0.75
DMM;importstandardRFS;0.333333333
DOH;exportmailE;0.020833333
DOH;exportpremiumE;0.041666667
DOH;exportstandardE;0.020833333
DOH;importmailE;0.166666667
DOH;importpremiumE;0.25
DOH;importstandardE;0.166666667
DOH;transfermailEE;0.166666667
DOH;transferpremiumEE;0.25
DOH;transferstandardEE;0.166666667
DPS;exportmailE;0.104166667
DPS;exportpremiumE;0.104166667
DPS;exportstandardE;0.104166667
DPS;importmailC;0.104166667
DPS;importmailE;0.104166667
DPS;importmailF;0.104166667
DPS;importmailRFS;0.104166667
DPS;importstandardC;0.104166667
DPS;importstandardE;0.104166667
DPS;importstandardF;0.104166667
DPS;importstandardRFS;0.104166667
DRS;exportmailE;0.0625
DRS;exportmailF;0.0625
DRS;exportmailRFS;0.0625
DRS;exportpremiumE;0.083333333
DRS;exportpremiumF;0.083333333
DRS;exportpremiumRFS;0.104166667
DRS;exportstandardE;0.0625
DRS;exportstandardF;0.0625
DRS;exportstandardRFS;0.0625
DRS;importmailE;0.083333333
DRS;importmailF;0.083333333
DRS;importmailRFS;0.083333333
DRS;importpremiumE;0.125
DRS;importpremiumF;0.125
DRS;importpremiumRFS;0.138888889
DRS;importstandardE;0.083333333
DRS;importstandardF;0.083333333
DRS;importstandardRFS;0.083333333
DRW;importmailC;0.0625
DRW;importmailE;0.0625
DRW;importmailF;0.0625
DRW;importmailRFS;0.0625
DRW;importstandardC;0.0625
DRW;importstandardE;0.0625
DRW;importstandardF;0.0625
DRW;importstandardRFS;0.0625
DTM;exportmailRFS;0.041666667
DTM;exportpremiumRFS;0.0625
DTM;exportstandardRFS;0.041666667
DTM;importmailF;0.104166667
DTM;importmailRFS;0.104166667
DTM;importpremiumRFS;0.083333333
DTM;importstandardF;0.104166667
DTM;importstandardRFS;0.104166667
DTW;exportmailE;0.125
DTW;exportmailRFS;0.104166667
DTW;exportpremiumE;0.208333333
DTW;exportpremiumRFS;0.145833333
DTW;exportstandardE;0.125
DTW;exportstandardRFS;0.104166667
DTW;importmailE;0.125
DTW;importmailRFS;0.1875
DTW;importpremiumE;0.1875
DTW;importpremiumRFS;0.229166667
DTW;importstandardE;0.125
DTW;importstandardRFS;0.1875
DTW;transfermailEE;0.145833333
DTW;transfermailERFS;0.145833333
DTW;transfermailRFSE;0.145833333
DTW;transfermailRFSRFS;0.145833333
DTW;transferpremiumEE;0.145833333
DTW;transferpremiumERFS;0.145833333
DTW;transferpremiumRFSE;0.1875
DTW;transferpremiumRFSRFS;0.1875
DTW;transferstandardEE;0.145833333
DTW;transferstandardERFS;0.145833333
DTW;transferstandardRFSE;0.145833333
DTW;transferstandardRFSRFS;0.145833333
DUB;exportmailC;0.104166667
DUB;exportmailE;0.083333333
DUB;exportmailF;0.104166667
DUB;exportmailRFS;0.125
DUB;exportpremiumE;0.125
DUB;exportpremiumF;0.145833333
DUB;exportpremiumRFS;0.166666667
DUB;exportstandardC;0.104166667
DUB;exportstandardE;0.083333333
DUB;exportstandardF;0.104166667
DUB;exportstandardRFS;0.125
DUB;importmailC;0.145833333
DUB;importmailE;0.145833333
DUB;importmailF;0.145833333
DUB;importmailRFS;0.145833333
DUB;importpremiumE;0.208333333
DUB;importpremiumF;0.208333333
DUB;importpremiumRFS;0.208333333
DUB;importstandardC;0.145833333
DUB;importstandardE;0.145833333
DUB;importstandardF;0.145833333
DUB;importstandardRFS;0.145833333
DUB;transfermailCC;0.166666667
DUB;transfermailCE;0.125
DUB;transfermailCF;0.145833333
DUB;transfermailCRFS;0.291666667
DUB;transfermailEC;0.291666667
DUB;transfermailEE;0.25
DUB;transfermailEF;0.270833333
DUB;transfermailERFS;0.416666667
DUB;transfermailFC;0.291666667
DUB;transfermailFE;0.25
DUB;transfermailFF;0.270833333
DUB;transfermailFRFS;0.416666667
DUB;transfermailRFSC;0.125
DUB;transfermailRFSE;0.083333333
DUB;transfermailRFSF;0.104166667
DUB;transfermailRFSRFS;0.25
DUB;transferpremiumEE;0.354166667
DUB;transferpremiumEF;0.354166667
DUB;transferpremiumERFS;0.416666667
DUB;transferpremiumFE;0.354166667
DUB;transferpremiumFF;0.354166667
DUB;transferpremiumFRFS;0.416666667
DUB;transferpremiumRFSE;0.229166667
DUB;transferpremiumRFSF;0.229166667
DUB;transferpremiumRFSRFS;0.291666667
DUB;transferstandardCC;0.166666667
DUB;transferstandardCE;0.125
DUB;transferstandardCF;0.145833333
DUB;transferstandardCRFS;0.291666667
DUB;transferstandardEC;0.291666667
DUB;transferstandardEE;0.25
DUB;transferstandardEF;0.270833333
DUB;transferstandardERFS;0.416666667
DUB;transferstandardFC;0.291666667
DUB;transferstandardFE;0.25
DUB;transferstandardFF;0.270833333
DUB;transferstandardFRFS;0.416666667
DUB;transferstandardRFSC;0.125
DUB;transferstandardRFSE;0.083333333
DUB;transferstandardRFSF;0.104166667
DUB;transferstandardRFSRFS;0.25
DUS;exportmailE;0.041666667
DUS;exportmailF;0.041666667
DUS;exportmailRFS;0.0625
DUS;exportpremiumC;0.083333333
DUS;exportpremiumE;0.083333333
DUS;exportpremiumF;0.083333333
DUS;exportpremiumRFS;0.083333333
DUS;exportstandardE;0.041666667
DUS;exportstandardF;0.041666667
DUS;exportstandardRFS;0.0625
DUS;importmailE;0.083333333
DUS;importmailF;0.083333333
DUS;importmailRFS;0.083333333
DUS;importpremiumC;0.166666667
DUS;importpremiumE;0.166666667
DUS;importpremiumF;0.166666667
DUS;importpremiumRFS;0.25
DUS;importstandardE;0.083333333
DUS;importstandardF;0.083333333
DUS;importstandardRFS;0.083333333
DUS;transfermailCC;0.125
DUS;transfermailCE;0.125
DUS;transfermailCF;0.125
DUS;transfermailCRFS;0.125
DUS;transfermailEC;0.125
DUS;transfermailEE;0.125
DUS;transfermailEF;0.125
DUS;transfermailERFS;0.125
DUS;transfermailFC;0.145833333
DUS;transfermailFE;0.145833333
DUS;transfermailFF;0.145833333
DUS;transfermailFRFS;0.145833333
DUS;transfermailRFSC;0.125
DUS;transfermailRFSE;0.125
DUS;transfermailRFSF;0.125
DUS;transfermailRFSRFS;0.125
DUS;transferpremiumEE;0.166666667
DUS;transferpremiumEF;0.208333333
DUS;transferpremiumERFS;0.208333333
DUS;transferpremiumFE;0.208333333
DUS;transferpremiumFF;0.25
DUS;transferpremiumFRFS;0.25
DUS;transferpremiumRFSE;0.1875
DUS;transferpremiumRFSF;0.229166667
DUS;transferpremiumRFSRFS;0.229166667
DUS;transferstandardCC;0.125
DUS;transferstandardCE;0.125
DUS;transferstandardCF;0.125
DUS;transferstandardCRFS;0.125
DUS;transferstandardEC;0.125
DUS;transferstandardEE;0.125
DUS;transferstandardEF;0.125
DUS;transferstandardERFS;0.125
DUS;transferstandardFC;0.145833333
DUS;transferstandardFE;0.145833333
DUS;transferstandardFF;0.145833333
DUS;transferstandardFRFS;0.145833333
DUS;transferstandardRFSC;0.125
DUS;transferstandardRFSE;0.125
DUS;transferstandardRFSF;0.125
DUS;transferstandardRFSRFS;0.125
DXB;exportmailE;0.041666667
DXB;exportmailRFS;0.145833333
DXB;exportpremiumE;0.041666667
DXB;exportpremiumRFS;0.375
DXB;exportstandardE;0.041666667
DXB;exportstandardRFS;0.145833333
DXB;importmailE;0.166666667
