Flight Leg ID;Leg Origin;Leg Destination;Dep Day [0-7];Arr Day [0-7];Flight ID;Pos in Flight;Rotation ID (not applicable);Flight leg Type;Aircraft Type;Payload costs [€/kg];Flight costs [€];Flight Leg Capacity [kg];Realization;;;
989;FRA;IAD;2.458333333;2.822916667;501;1;230;E;744;0;0;10132;obligatory;;;
990;IAD;FRA;2.913194444;3.253472222;501;2;230;E;744;0;0;5364;obligatory;;;
991;FRA;BOS;0.444444444;0.774305556;502;1;231;E;744;0;0;10132;obligatory;;;
992;BOS;FRA;0.857638889;1.145833333;502;2;231;E;744;0;0;7748;obligatory;;;
993;FRA;BOS;1.444444444;1.774305556;503;1;231;E;744;0;0;10132;obligatory;;;
994;BOS;FRA;1.857638889;2.145833333;503;2;231;E;744;0;0;7748;obligatory;;;
995;FRA;GRU;2.84375;3.336805556;504;1;231;E;744;0;0;10132;obligatory;;;
996;GRU;FRA;3.899305556;4.381944444;504;2;231;E;744;0;0;10132;obligatory;;;
997;FRA;HKG;5.659722222;6.121527778;505;1;231;E;744;0;0;10132;obligatory;;;
998;HKG;FRA;6.215277778;6.722222222;505;2;231;E;744;0;0;10728;obligatory;;;
999;FRA;BKK;6.84375;0.284722222;506;1;231;E;744;0;0;10132;obligatory;;;
1000;BKK;KUL;0.34375;0.427083333;506;2;231;E;744;0;0;10132;obligatory;;;
1001;KUL;BKK;0.565972222;0.652777778;506;3;231;E;744;0;0;10132;obligatory;;;
1002;BKK;FRA;0.704861111;1.173611111;506;4;231;E;744;0;0;10132;obligatory;;;
1003;FRA;BOM;1.475694444;1.8125;507;1;231;E;744;0;0;10728;obligatory;;;
1004;BOM;FRA;1.888888889;2.243055556;507;2;231;E;744;0;0;10728;obligatory;;;
1005;FRA;BOM;2.475694444;2.8125;508;1;231;E;744;0;0;10728;obligatory;;;
1006;BOM;FRA;2.888888889;3.243055556;508;2;231;E;744;0;0;10728;obligatory;;;
1007;FRA;HKG;3.659722222;4.121527778;509;1;231;E;744;0;0;10132;obligatory;;;
1008;HKG;FRA;4.208333333;4.715277778;509;2;231;E;744;0;0;10728;obligatory;;;
1009;FRA;BKK;4.84375;5.284722222;510;1;231;E;744;0;0;10132;obligatory;;;
1010;BKK;KUL;5.34375;5.427083333;510;2;231;E;744;0;0;10132;obligatory;;;
1011;KUL;BKK;5.565972222;5.652777778;510;3;231;E;744;0;0;10132;obligatory;;;
1012;BKK;FRA;5.704861111;6.173611111;510;4;231;E;744;0;0;10132;obligatory;;;
1013;FRA;BOS;6.444444444;6.774305556;511;1;231;E;744;0;0;10132;obligatory;;;
1014;BOS;FRA;6.857638889;0.145833333;511;2;231;E;744;0;0;7748;obligatory;;;
1015;FRA;GRU;0.84375;1.336805556;512;1;231;E;744;0;0;10132;obligatory;;;
1016;GRU;FRA;1.899305556;2.381944444;512;2;231;E;744;0;0;10132;obligatory;;;
1017;FRA;LAX;2.5;2.986111111;513;1;231;E;744;0;0;10132;obligatory;;;
1018;LAX;FRA;3.086805556;3.534722222;513;2;231;E;744;0;0;7748;obligatory;;;
1019;FRA;BOS;2.444444444;2.774305556;514;1;232;E;744;0;0;10132;obligatory;;;
1020;BOS;FRA;2.857638889;3.145833333;514;2;232;E;744;0;0;7748;obligatory;;;
1021;FRA;BOM;3.475694444;3.8125;515;1;232;E;744;0;0;10728;obligatory;;;
1022;BOM;FRA;3.888888889;4.243055556;515;2;232;E;744;0;0;10728;obligatory;;;
1023;FRA;GRU;4.84375;5.336805556;516;1;232;E;744;0;0;10132;obligatory;;;
1024;GRU;FRA;5.899305556;6.381944444;516;2;232;E;744;0;0;10132;obligatory;;;
1025;FRA;LAX;6.5;6.986111111;517;1;232;E;744;0;0;10132;obligatory;;;
1026;LAX;FRA;0.083333333;0.53125;517;2;232;E;744;0;0;7748;obligatory;;;
1027;FRA;HKG;0.659722222;1.121527778;518;1;232;E;744;0;0;10132;obligatory;;;
1028;HKG;FRA;1.208333333;1.715277778;518;2;232;E;744;0;0;10728;obligatory;;;
1029;FRA;BKK;1.84375;2.284722222;519;1;232;E;744;0;0;10132;obligatory;;;
1030;BKK;KUL;2.34375;2.427083333;519;2;232;E;744;0;0;10132;obligatory;;;
1031;KUL;BKK;2.565972222;2.652777778;519;3;232;E;744;0;0;10132;obligatory;;;
1032;BKK;FRA;2.704861111;3.173611111;519;4;232;E;744;0;0;10132;obligatory;;;
1033;FRA;BOM;4.475694444;4.8125;520;1;232;E;744;0;0;10728;obligatory;;;
1034;BOM;FRA;4.888888889;5.243055556;520;2;232;E;744;0;0;10728;obligatory;;;
1035;FRA;GRU;5.84375;6.336805556;521;1;232;E;744;0;0;10132;obligatory;;;
1036;GRU;FRA;6.899305556;0.381944444;521;2;232;E;744;0;0;10132;obligatory;;;
1037;FRA;BOM;0.475694444;0.8125;522;1;232;E;744;0;0;10728;obligatory;;;
1038;BOM;FRA;0.888888889;1.243055556;522;2;232;E;744;0;0;10728;obligatory;;;
1039;FRA;BOS;3.444444444;3.774305556;523;1;232;E;744;0;0;10132;obligatory;;;
1040;BOS;FRA;3.857638889;4.145833333;523;2;232;E;744;0;0;7748;obligatory;;;
1041;FRA;LAX;4.5;4.986111111;524;1;232;E;744;0;0;10132;obligatory;;;
1042;LAX;FRA;5.083333333;5.53125;524;2;232;E;744;0;0;7748;obligatory;;;
1043;FRA;GRU;3.84375;4.336805556;525;1;233;E;744;0;0;10132;obligatory;;;
1044;GRU;FRA;4.899305556;5.381944444;525;2;233;E;744;0;0;10132;obligatory;;;
1045;FRA;LAX;5.5;5.986111111;526;1;233;E;744;0;0;10132;obligatory;;;
1046;LAX;FRA;6.083333333;6.53125;526;2;233;E;744;0;0;7748;obligatory;;;
1047;FRA;HKG;6.659722222;0.121527778;527;1;233;E;744;0;0;10132;obligatory;;;
1048;HKG;FRA;0.208333333;0.715277778;527;2;233;E;744;0;0;10728;obligatory;;;
1049;FRA;BKK;0.84375;1.284722222;528;1;233;E;744;0;0;10132;obligatory;;;
1050;BKK;SGN;1.34375;1.409722222;528;2;233;E;744;0;0;10132;obligatory;;;
1051;SGN;BKK;1.59375;1.652777778;528;3;233;E;744;0;0;10132;obligatory;;;
1052;BKK;FRA;1.704861111;2.173611111;528;4;233;E;744;0;0;10132;obligatory;;;
1053;FRA;BOS;4.444444444;4.774305556;529;1;233;E;744;0;0;10132;obligatory;;;
1054;BOS;FRA;4.857638889;5.145833333;529;2;233;E;744;0;0;7748;obligatory;;;
1055;FRA;BOM;6.475694444;6.8125;530;1;233;E;744;0;0;10728;obligatory;;;
1056;BOM;FRA;6.888888889;0.243055556;530;2;233;E;744;0;0;10728;obligatory;;;
1057;VIE;MUC;0.743055556;0.784722222;531;1;234;F;100  OS;0;0;1710;optional;;;
1058;MUC;VIE;0.815972222;0.861111111;531;2;234;F;100  OS;0;0;1710;optional;;;
1059;DUS;VIE;6.340277778;6.409722222;532;1;235;F;100  OS;0;0;180;optional;;;
1060;VIE;DUS;5.649305556;5.715277778;533;1;236;F;100  OS;0;0;180;optional;;;
1061;VIE;STR;0.21875;0.270833333;534;1;237;F;100  OS;0;0;540;optional;;;
1062;STR;VIE;0.357638889;0.413194444;534;2;237;F;100  OS;0;0;540;optional;;;
1063;VIE;CPH;0.552083333;0.625;535;1;238;F;100  OS;0;0;1260;optional;;;
1064;CPH;VIE;0.65625;0.732638889;535;2;238;F;100  OS;0;0;1260;optional;;;
1065;VIE;BEG;0.763888889;0.8125;536;1;238;F;100  OS;0;0;450;optional;;;
1066;BEG;VIE;1.229166667;1.284722222;536;2;238;F;100  OS;0;0;450;optional;;;
1067;VIE;KBP;1.350694444;1.447916667;537;1;238;F;100  OS;0;0;630;optional;;;
1068;KBP;VIE;1.493055556;1.597222222;537;2;238;F;100  OS;0;0;630;optional;;;
1069;VIE;LIN;1.65625;1.71875;538;1;238;F;100  OS;0;0;1260;optional;;;
1070;LIN;VIE;1.753472222;1.815972222;538;2;238;F;100  OS;0;0;1260;optional;;;
1071;VIE;BEG;1.854166667;1.920138889;539;1;238;F;100  OS;0;0;360;optional;;;
1072;BEG;VIE;2.104166667;2.170138889;539;2;238;F;100  OS;0;0;360;optional;;;
1073;VIE;PRG;2.215277778;2.277777778;540;1;238;F;100  OS;0;0;1710;optional;;;
1074;PRG;VIE;2.354166667;2.423611111;540;2;238;F;100  OS;0;0;1710;optional;;;
1075;VIE;ARN;2.458333333;2.555555556;541;1;238;F;100  OS;0;0;1350;optional;;;
1076;ARN;VIE;2.607638889;2.708333333;541;2;238;F;100  OS;0;0;1350;optional;;;
1077;VIE;INN;1.784722222;1.829861111;542;1;239;F;100  OS;0;0;1080;optional;;;
1078;INN;VIE;2.190972222;2.232638889;542;2;239;F;100  OS;0;0;1080;optional;;;
1079;VIE;OSL;2.350694444;2.451388889;543;1;239;F;100  OS;0;0;1170;optional;;;
1080;OSL;VIE;2.5;2.604166667;543;2;239;F;100  OS;0;0;1170;optional;;;
1081;VIE;BRU;5.642361111;5.715277778;544;1;240;F;100  OS;0;0;810;optional;;;
1082;BRU;VIE;5.75;5.822916667;544;2;240;F;100  OS;0;0;810;optional;;;
1083;VIE;AMS;4.638888889;4.71875;545;1;241;F;100  OS;0;0;2520;optional;;;
1084;AMS;VIE;2.75;2.826388889;546;1;242;F;100  OS;0;0;2520;optional;;;
1085;VIE;LIN;6.770833333;6.822916667;547;1;243;F;100  OS;0;0;90;optional;;;
1086;LIN;VIE;0.236111111;0.291666667;548;1;244;F;100  OS;0;0;90;optional;;;
1087;VIE;LIN;1.770833333;1.822916667;549;1;245;F;100  OS;0;0;90;optional;;;
1088;LIN;VIE;2.236111111;2.291666667;549;2;245;F;100  OS;0;0;90;optional;;;
1089;VIE;LIN;2.770833333;2.822916667;550;1;246;F;100  OS;0;0;90;optional;;;
1090;LIN;VIE;3.236111111;3.291666667;550;2;246;F;100  OS;0;0;90;optional;;;
1091;VIE;LIN;3.770833333;3.822916667;551;1;247;F;100  OS;0;0;90;optional;;;
1092;LIN;VIE;4.236111111;4.291666667;551;2;247;F;100  OS;0;0;90;optional;;;
1093;VIE;LIN;4.770833333;4.822916667;552;1;248;F;100  OS;0;0;90;optional;;;
1094;LIN;VIE;5.236111111;5.291666667;552;2;248;F;100  OS;0;0;90;optional;;;
1095;VIE;LIN;5.770833333;5.822916667;553;1;249;F;100  OS;0;0;90;optional;;;
1096;LIN;VIE;6.236111111;6.291666667;553;2;249;F;100  OS;0;0;90;optional;;;
1097;VIE;ZRH;5.652777778;5.711805556;554;1;250;F;100  OS;0;0;90;optional;;;
1098;ZRH;VIE;5.743055556;5.798611111;554;2;250;F;100  OS;0;0;90;optional;;;
1099;VIE;GVA;2.552083333;2.621527778;555;1;251;F;100  OS;0;0;540;optional;;;
1100;GVA;VIE;2.652777778;2.722222222;555;2;251;F;100  OS;0;0;540;optional;;;
1101;VIE;SVO;1.326388889;1.444444444;556;1;252;F;100  OS;0;0;450;optional;;;
1102;SVO;VIE;1.486111111;1.614583333;556;2;252;F;100  OS;0;0;450;optional;;;
1103;VIE;SVO;1.34375;1.454861111;557;1;253;F;100  OS;0;0;630;optional;;;
1104;SVO;VIE;1.493055556;1.607638889;557;2;253;F;100  OS;0;0;630;optional;;;
1105;VIE;FRA;0.465277778;0.527777778;558;1;254;F;100  OS;0;0;630;optional;;;
1106;FRA;VIE;0.5625;0.618055556;558;2;254;F;100  OS;0;0;630;optional;;;
1107;VIE;DUS;0.649305556;0.715277778;559;1;254;F;100  OS;0;0;540;optional;;;
1108;DUS;VIE;0.746527778;0.809027778;559;2;254;F;100  OS;0;0;540;optional;;;
1109;VIE;KBP;0.84375;0.923611111;560;1;254;F;100  OS;0;0;270;optional;;;
1110;KBP;VIE;1.069444444;1.159722222;560;2;254;F;100  OS;0;0;270;optional;;;
1111;VIE;SZG;1.826388889;1.861111111;561;1;255;F;100  OS;0;0;270;optional;;;
1112;SZG;VIE;2.166666667;2.194444444;561;2;255;F;100  OS;0;0;270;optional;;;
1113;VIE;WAW;2.222222222;2.277777778;562;1;255;F;100  OS;0;0;450;optional;;;
1114;WAW;VIE;2.357638889;2.420138889;562;2;255;F;100  OS;0;0;450;optional;;;
1115;VIE;PRG;2.451388889;2.486111111;563;1;255;F;100  OS;0;0;450;optional;;;
1116;PRG;VIE;2.552083333;2.586805556;563;2;255;F;100  OS;0;0;450;optional;;;
1117;VIE;KBP;4.329861111;4.40625;564;1;256;F;100  OS;0;0;630;optional;;;
1118;KBP;VIE;4.4375;4.520833333;564;2;256;F;100  OS;0;0;630;optional;;;
1119;VIE;PRG;0.194444444;0.229166667;565;1;257;F;100  OS;0;0;360;optional;;;
1120;PRG;VIE;0.256944444;0.298611111;565;2;257;F;100  OS;0;0;360;optional;;;
1121;VIE;LIN;0.770833333;0.822916667;566;1;258;F;100  OS;0;0;90;optional;;;
1122;LIN;VIE;1.236111111;1.291666667;566;2;258;F;100  OS;0;0;90;optional;;;
1123;VIE;PRG;1.326388889;1.399305556;567;1;258;F;100  OS;0;0;630;optional;;;
1124;PRG;VIE;1.430555556;1.510416667;567;2;258;F;100  OS;0;0;630;optional;;;
1125;VIE;BEG;6.184027778;6.229166667;568;1;259;F;100  OS;0;0;270;optional;;;
1126;BEG;VIE;6.256944444;6.3125;568;2;259;F;100  OS;0;0;270;optional;;;
1127;VIE;BUD;4.645833333;4.715277778;569;1;260;F;100  OS;0;0;630;optional;;;
1128;BUD;VIE;4.746527778;4.819444444;569;2;260;F;100  OS;0;0;630;optional;;;
1129;VIE;HEL;5.333333333;5.413194444;570;1;261;F;100  OS;0;0;90;optional;;;
1130;HEL;VIE;5.444444444;5.520833333;570;2;261;F;100  OS;0;0;90;optional;;;
1131;VIE;BEG;2.847222222;2.909722222;571;1;262;F;100  OS;0;0;630;optional;;;
1132;BEG;VIE;3.100694444;3.166666667;571;2;262;F;100  OS;0;0;630;optional;;;
1133;VIE;MUC;4.743055556;4.784722222;572;1;263;F;319  OS;0;0;25;optional;;;
1134;MUC;VIE;4.815972222;4.861111111;572;2;263;F;319  OS;0;0;25;optional;;;
1135;VIE;TXL;0.659722222;0.711805556;573;1;264;F;319  OS;0;0;250;optional;;;
1136;TXL;VIE;0.746527778;0.802083333;573;2;264;F;319  OS;0;0;250;optional;;;
1137;VIE;ATH;6.322916667;6.395833333;574;1;265;F;319  OS;0;0;175;optional;;;
1138;ATH;VIE;6.430555556;6.510416667;574;2;265;F;319  OS;0;0;175;optional;;;
1139;VIE;ZRH;6.559027778;6.618055556;575;1;265;F;319  OS;0;0;175;optional;;;
1140;ZRH;VIE;6.666666667;6.729166667;575;2;265;F;319  OS;0;0;175;optional;;;
1141;VIE;ARN;6.760416667;6.857638889;576;1;265;F;319  OS;0;0;150;optional;;;
1142;LIN;VIE;1.34375;1.40625;577;1;266;F;319  OS;0;0;225;optional;;;
1143;VIE;LIN;6.763888889;6.822916667;578;1;267;F;319  OS;0;0;225;optional;;;
1144;VIE;HAM;5.222222222;5.288194444;579;1;268;F;319  OS;0;0;250;optional;;;
1145;HAM;VIE;5.34375;5.409722222;579;2;268;F;319  OS;0;0;250;optional;;;
1146;VIE;SVO;5.447916667;5.5625;580;1;268;F;319  OS;0;0;225;optional;;;
1147;SVO;VIE;5.59375;5.71875;580;2;268;F;319  OS;0;0;225;optional;;;
1148;VIE;DUS;5.211805556;5.277777778;581;1;269;F;319  OS;0;0;25;optional;;;
1149;DUS;VIE;5.340277778;5.409722222;581;2;269;F;319  OS;0;0;25;optional;;;
1150;VIE;BEG;5.447916667;5.510416667;582;1;269;F;319  OS;0;0;50;optional;;;
1151;BEG;VIE;5.541666667;5.611111111;582;2;269;F;319  OS;0;0;50;optional;;;
1152;VIE;FRA;5.652777778;5.715277778;583;1;269;F;319  OS;0;0;25;optional;;;
1153;FRA;VIE;5.756944444;5.815972222;583;2;269;F;319  OS;0;0;25;optional;;;
1154;VIE;GYD;5.847222222;5.982638889;584;1;269;F;319  OS;0;0;25;optional;;;
1155;GYD;VIE;6.017361111;6.170138889;584;2;269;F;319  OS;0;0;25;optional;;;
1156;VIE;CPH;2.763888889;2.840277778;585;1;270;F;319  OS;0;0;50;optional;;;
1157;CPH;VIE;3.215277778;3.291666667;585;2;270;F;319  OS;0;0;50;optional;;;
1158;VIE;KBP;3.322916667;3.402777778;586;1;270;F;319  OS;0;0;175;optional;;;
1159;KBP;VIE;3.4375;3.524305556;586;2;270;F;319  OS;0;0;175;optional;;;
1160;ARN;VIE;4.194444444;4.298611111;587;1;271;F;319  OS;0;0;150;optional;;;
1161;VIE;GYD;4.329861111;4.496527778;588;1;271;F;319  OS;0;0;125;optional;;;
1162;GYD;VIE;4.538194444;4.715277778;588;2;271;F;319  OS;0;0;125;optional;;;
1163;VIE;BEG;4.767361111;4.840277778;589;1;271;F;319  OS;0;0;125;optional;;;
1164;BEG;VIE;0.215277778;0.288194444;590;1;272;F;319  OS;0;0;125;optional;;;
1165;VIE;BEG;3.465277778;3.513888889;591;1;273;F;319  OS;0;0;125;optional;;;
1166;BEG;VIE;3.545138889;3.600694444;591;2;273;F;319  OS;0;0;125;optional;;;
1167;VIE;BUD;3.645833333;3.715277778;592;1;273;F;319  OS;0;0;450;optional;;;
1168;BUD;VIE;3.746527778;3.819444444;592;2;273;F;319  OS;0;0;450;optional;;;
1169;VIE;BEY;2.354166667;2.5;593;1;274;F;319  OS;0;0;50;optional;;;
1170;BEY;VIE;2.552083333;2.708333333;593;2;274;F;319  OS;0;0;50;optional;;;
1171;VIE;AMM;5.34375;5.493055556;594;1;275;F;319  OS;0;0;25;optional;;;
1172;AMM;VIE;5.541666667;5.708333333;594;2;275;F;319  OS;0;0;25;optional;;;
1173;VIE;INN;0.635416667;0.677083333;595;1;276;F;319  OS;0;0;125;optional;;;
1174;INN;VIE;0.704861111;0.746527778;595;2;276;F;319  OS;0;0;125;optional;;;
1175;VIE;PRG;0.777777778;0.84375;596;1;276;F;319  OS;0;0;200;optional;;;
1176;PRG;VIE;1.211805556;1.284722222;596;2;276;F;319  OS;0;0;200;optional;;;
1177;VIE;TUN;1.329861111;1.444444444;597;1;276;F;319  OS;0;0;125;optional;;;
1178;TUN;VIE;3.493055556;3.614583333;598;1;277;F;319  OS;0;0;125;optional;;;
1179;TXL;HEL;0.336805556;0.416666667;599;1;278;F;31H;0;0;3015;optional;;;
1180;HEL;TXL;0.444444444;0.527777778;599;2;278;F;31H;0;0;3015;optional;;;
1181;TXL;SVO;3.576388889;3.680555556;600;1;279;F;31H;0;0;3015;optional;;;
1182;SVO;TXL;3.725694444;3.836805556;600;2;279;F;31H;0;0;3015;optional;;;
1183;TXL;PRG;0.416666667;0.479166667;601;1;280;F;31H;0;0;2010;optional;;;
1184;PRG;TXL;0.503472222;0.5625;601;2;280;F;31H;0;0;2010;optional;;;
1185;TXL;PRG;1.413194444;1.486111111;602;1;281;F;31H;0;0;1507.5;optional;;;
1186;PRG;TXL;1.510416667;1.583333333;602;2;281;F;31H;0;0;1507.5;optional;;;
1187;TXL;PRG;5.649305556;5.71875;603;1;282;F;31H;0;0;502.5;optional;;;
1188;PRG;TXL;5.743055556;5.8125;603;2;282;F;31H;0;0;502.5;optional;;;
1189;TXL;MAD;5.409722222;5.510416667;604;1;283;F;31H;0;0;502.5;optional;;;
1190;MAD;TXL;5.538194444;5.638888889;604;2;283;F;31H;0;0;502.5;optional;;;
1191;TXL;PRG;5.663194444;5.743055556;605;1;283;F;31H;0;0;502.5;optional;;;
1192;PRG;TXL;5.770833333;5.854166667;605;2;283;F;31H;0;0;502.5;optional;;;
1193;TXL;CDG;0.472222222;0.559027778;606;1;284;F;31H;0;0;2512.5;optional;;;
1194;CDG;TXL;0.586805556;0.666666667;606;2;284;F;31H;0;0;2512.5;optional;;;
1195;TXL;CDG;2.392361111;2.479166667;607;1;285;F;31H;0;0;1005;optional;;;
1196;CDG;TXL;2.503472222;2.583333333;607;2;285;F;31H;0;0;1005;optional;;;
1197;TXL;OPO;5.434027778;5.631944444;608;1;286;F;31H;0;0;502.5;optional;;;
1198;OPO;TXL;5.663194444;5.847222222;608;2;286;F;31H;0;0;502.5;optional;;;
1199;TXL;TUN;6.246527778;6.423611111;609;1;287;F;31H;0;0;502.5;optional;;;
1200;TUN;TXL;6.454861111;6.625;609;2;287;F;31H;0;0;502.5;optional;;;
1201;TXL;LIN;6.413194444;6.5;610;1;288;F;31H;0;0;1005;optional;;;
1202;LIN;TXL;6.53125;6.621527778;610;2;288;F;31H;0;0;1005;optional;;;
1203;TXL;IST;4.836805556;4.954861111;611;1;289;F;31H;0;0;2010;optional;;;
1204;IST;TXL;5.048611111;5.170138889;611;2;289;F;31H;0;0;2010;optional;;;
1205;TXL;LIN;5.611111111;5.725694444;612;1;290;F;31H;0;0;1005;optional;;;
1206;LIN;TXL;5.760416667;5.875;612;2;290;F;31H;0;0;1005;optional;;;
1207;PRG;MUC;0.177083333;0.260416667;613;1;291;F;31W;0;0;950;optional;;;
1208;MUC;BUD;0.479166667;0.559027778;614;1;291;F;31W;0;0;950;optional;;;
1209;BUD;MUC;0.590277778;0.677083333;614;2;291;F;31W;0;0;950;optional;;;
1210;MUC;PRG;3.71875;3.798611111;615;1;292;F;31W;0;0;475;optional;;;
1211;MUC;MAD;4.552083333;4.645833333;616;1;293;F;31W;0;0;475;optional;;;
1212;MAD;MUC;4.673611111;4.763888889;616;2;293;F;31W;0;0;475;optional;;;
1213;MUC;LIN;2.395833333;2.444444444;617;1;294;F;31W;0;0;1900;optional;;;
1214;LIN;MUC;2.472222222;2.520833333;617;2;294;F;31W;0;0;1900;optional;;;
1215;MUC;HAM;6.635416667;6.684027778;618;1;295;F;31W;0;0;2375;optional;;;
1216;HAM;MUC;6.715277778;6.767361111;618;2;295;F;31W;0;0;2375;optional;;;
1217;MUC;LIN;3.378472222;3.423611111;619;1;296;F;31W;0;0;1425;optional;;;
1218;LIN;MUC;3.454861111;3.5;619;2;296;F;31W;0;0;1425;optional;;;
1219;MUC;OSL;4.295138889;4.385416667;620;1;296;F;31W;0;0;2850;optional;;;
1220;OSL;MUC;4.413194444;4.506944444;620;2;296;F;31W;0;0;2850;optional;;;
1221;MUC;HEL;2.295138889;2.399305556;621;1;297;F;31W;0;0;2375;optional;;;
1222;HEL;MUC;2.430555556;2.534722222;621;2;297;F;31W;0;0;2375;optional;;;
1223;VIE;TXL;0.225694444;0.277777778;622;1;298;F;320  OS;0;0;3600;optional;;;
1224;TXL;VIE;0.350694444;0.40625;622;2;298;F;320  OS;0;0;3600;optional;;;
1225;VIE;CPH;4.21875;4.291666667;623;1;299;F;320  OS;0;0;4320;optional;;;
1226;CPH;VIE;4.340277778;4.413194444;623;2;299;F;320  OS;0;0;4320;optional;;;
1227;VIE;BEG;1.447916667;1.510416667;624;1;300;F;320  OS;0;0;1800;optional;;;
1228;BEG;VIE;1.541666667;1.611111111;624;2;300;F;320  OS;0;0;1800;optional;;;
1229;VIE;BRU;1.642361111;1.715277778;625;1;300;F;320  OS;0;0;2160;optional;;;
1230;BRU;VIE;1.75;1.822916667;625;2;300;F;320  OS;0;0;2160;optional;;;
1231;VIE;DUS;0.211805556;0.277777778;626;1;301;F;320  OS;0;0;3960;optional;;;
1232;DUS;VIE;0.340277778;0.409722222;626;2;301;F;320  OS;0;0;3960;optional;;;
1233;VIE;LIN;0.454861111;0.520833333;627;1;301;F;320  OS;0;0;2520;optional;;;
1234;LIN;VIE;0.552083333;0.614583333;627;2;301;F;320  OS;0;0;2520;optional;;;
1235;VIE;HAM;0.645833333;0.711805556;628;1;301;F;320  OS;0;0;1440;optional;;;
1236;HAM;VIE;0.746527778;0.809027778;628;2;301;F;320  OS;0;0;1440;optional;;;
1237;VIE;GYD;0.847222222;0.982638889;629;1;301;F;320  OS;0;0;1800;optional;;;
1238;GYD;VIE;1.017361111;1.170138889;629;2;301;F;320  OS;0;0;1800;optional;;;
1239;VIE;MAD;1.204861111;1.298611111;630;1;301;F;320  OS;0;0;6840;optional;;;
1240;MAD;VIE;1.329861111;1.430555556;630;2;301;F;320  OS;0;0;6840;optional;;;
1241;VIE;ATH;5.354166667;5.447916667;631;1;302;F;320  OS;0;0;720;optional;;;
1242;ATH;VIE;5.493055556;5.597222222;631;2;302;F;320  OS;0;0;720;optional;;;
1243;VIE;CDG;5.631944444;5.722222222;632;1;302;F;320  OS;0;0;360;optional;;;
1244;CDG;VIE;5.760416667;5.84375;632;2;302;F;320  OS;0;0;360;optional;;;
1245;VIE;LIN;3.215277778;3.274305556;633;1;303;F;320  OS;0;0;1080;optional;;;
1246;LIN;VIE;3.34375;3.40625;633;2;303;F;320  OS;0;0;1080;optional;;;
1247;ZRH;VIE;2.350694444;2.409722222;634;1;304;F;320  OS;0;0;6840;optional;;;
1248;VIE;FRA;2.5625;2.625;635;1;305;F;320  OS;0;0;2520;optional;;;
1249;FRA;VIE;2.666666667;2.729166667;635;2;305;F;320  OS;0;0;2520;optional;;;
1250;VIE;ZRH;2.760416667;2.815972222;636;1;305;F;320  OS;0;0;6840;optional;;;
1251;VIE;SVO;0.788194444;0.90625;637;1;306;F;320  OS;0;0;4320;optional;;;
1252;SVO;VIE;1.072916667;1.1875;637;2;306;F;320  OS;0;0;4320;optional;;;
1253;VIE;TSE;1.767361111;1.986111111;638;1;307;F;320  OS;0;0;1440;optional;;;
1254;VIE;PRG;5.46875;5.520833333;639;1;308;F;320  OS;0;0;360;optional;;;
1255;PRG;VIE;5.552083333;5.607638889;639;2;308;F;320  OS;0;0;360;optional;;;
1256;VIE;BEG;4.461805556;4.506944444;640;1;309;F;320  OS;0;0;1800;optional;;;
1257;BEG;VIE;4.541666667;4.597222222;640;2;309;F;320  OS;0;0;1800;optional;;;
1258;VIE;BEG;0.336805556;0.409722222;641;1;310;F;320  OS;0;0;2520;optional;;;
1259;BEG;VIE;0.440972222;0.513888889;641;2;310;F;320  OS;0;0;2520;optional;;;
1260;VIE;BUD;0.555555556;0.625;642;1;310;F;320  OS;0;0;2520;optional;;;
1261;BUD;VIE;0.65625;0.725694444;642;2;310;F;320  OS;0;0;2520;optional;;;
1262;VIE;BEG;1.336805556;1.402777778;643;1;311;F;320  OS;0;0;2520;optional;;;
1263;BEG;VIE;1.440972222;1.513888889;643;2;311;F;320  OS;0;0;2520;optional;;;
1264;VIE;PRG;1.555555556;1.621527778;644;1;311;F;320  OS;0;0;1800;optional;;;
1265;PRG;VIE;1.652777778;1.722222222;644;2;311;F;320  OS;0;0;1800;optional;;;
1266;VIE;LHR;3.211805556;3.315972222;645;1;312;F;320  OS;0;0;7560;optional;;;
1267;LHR;VIE;3.34375;3.444444444;645;2;312;F;320  OS;0;0;7560;optional;;;
1268;VIE;IST;3.475694444;3.572916667;646;1;312;F;320  OS;0;0;2520;optional;;;
1269;IST;VIE;3.607638889;3.708333333;646;2;312;F;320  OS;0;0;2520;optional;;;
1270;VIE;BGW;2.34375;2.5;647;1;313;F;320  OS;0;0;2520;optional;;;
1271;BGW;VIE;2.541666667;2.711805556;647;2;313;F;320  OS;0;0;2520;optional;;;
1272;VIE;ATH;2.777777778;2.90625;648;1;313;F;320  OS;0;0;1440;optional;;;
1273;ATH;VIE;3.142361111;3.28125;648;2;313;F;320  OS;0;0;1440;optional;;;
1274;VIE;BEY;5.354166667;5.5;649;1;314;F;320  OS;0;0;720;optional;;;
1275;BEY;VIE;5.552083333;5.708333333;649;2;314;F;320  OS;0;0;720;optional;;;
1276;VIE;MUC;1.1875;1.232638889;650;1;315;F;320  OS;0;0;1800;optional;;;
1277;MUC;VIE;1.263888889;1.3125;650;2;315;F;320  OS;0;0;1800;optional;;;
1278;VIE;AMM;1.34375;1.493055556;651;1;315;F;320  OS;0;0;1080;optional;;;
